id_istance,predicted linking,correct linking
586,"    private void sendAcknowledgeInd(RetrieveConf rc) throws MmsException, IOException {
//comment
//comment
//comment
byte[] tranId = rc.getTransactionId();
if (tranId != null) {
//comment
AcknowledgeInd acknowledgeInd = new AcknowledgeInd(
PduHeaders.CURRENT_MMS_VERSION, tranId);

//comment
String lineNumber = MessageUtils.getLocalNumber();
acknowledgeInd.setFrom(new EncodedStringValue(lineNumber));

//comment
if(MmsConfig.getNotifyWapMMSC()) {
sendPdu(new PduComposer(mContext, acknowledgeInd).make(), mContentLocation);
} else {
sendPdu(new PduComposer(mContext, acknowledgeInd).make());
}
}
}","    private void sendAcknowledgeInd(RetrieveConf rc) throws MmsException, IOException {
//comment
//comment
//comment
byte[] tranId = rc.getTransactionId();
if (tranId != null) {
//comment
AcknowledgeInd acknowledgeInd = new AcknowledgeInd(
PduHeaders.CURRENT_MMS_VERSION, tranId);

//comment
String lineNumber = MessageUtils.getLocalNumber();
acknowledgeInd.setFrom(new EncodedStringValue(lineNumber));

//comment
<start>if(MmsConfig.getNotifyWapMMSC()) {
sendPdu(new PduComposer(mContext, acknowledgeInd).make(), mContentLocation);
} else {
sendPdu(new PduComposer(mContext, acknowledgeInd).make());
}<end>
}
}"
587,"void open() throws IOException, MessagingException {
if (mTransport != null && mTransport.isOpen()) {
return;
}

try {
//comment
if (mTransport == null) {
mTransport = mImapStore.cloneTransport();
}

mTransport.open();

createParser();

//comment
mParser.readResponse();

//comment
ImapResponse capabilities = queryCapabilities();

boolean hasStartTlsCapability =
capabilities.contains(ImapConstants.STARTTLS);

//comment
ImapResponse newCapabilities = doStartTls(hasStartTlsCapability);
if (newCapabilities != null) {
capabilities = newCapabilities;
}

//comment
//comment
//comment
setCapabilities(capabilities);
String capabilityString = capabilities.flatten();

//comment
doSendId(isCapable(CAPABILITY_ID), capabilityString);

//comment
doLogin();

//comment
doGetNamespace(isCapable(CAPABILITY_NAMESPACE));

//comment
<start>doGetPathSeparator();<end>

mImapStore.ensurePrefixIsValid();
} catch (SSLException e) {
if (DebugUtils.DEBUG) {
LogUtils.d(Logging.LOG_TAG, e, ""SSLException"");
}
throw new CertificateValidationException(e.getMessage(), e);
} catch (IOException ioe) {
//comment
//comment
//comment
if (DebugUtils.DEBUG) {
LogUtils.d(Logging.LOG_TAG, ioe, ""IOException"");
}
throw ioe;
} finally {
destroyResponses();
}
}","void open() throws IOException, MessagingException {
if (mTransport != null && mTransport.isOpen()) {
return;
}

try {
//comment
if (mTransport == null) {
mTransport = mImapStore.cloneTransport();
}

mTransport.open();

createParser();

//comment
mParser.readResponse();

//comment
ImapResponse capabilities = queryCapabilities();

boolean hasStartTlsCapability =
capabilities.contains(ImapConstants.STARTTLS);

//comment
ImapResponse newCapabilities = doStartTls(hasStartTlsCapability);
if (newCapabilities != null) {
capabilities = newCapabilities;
}

//comment
//comment
//comment
setCapabilities(capabilities);
String capabilityString = capabilities.flatten();

//comment
doSendId(isCapable(CAPABILITY_ID), capabilityString);

//comment
doLogin();

//comment
doGetNamespace(isCapable(CAPABILITY_NAMESPACE));

//comment
<start>doGetPathSeparator();<end>

mImapStore.ensurePrefixIsValid();
} catch (SSLException e) {
if (DebugUtils.DEBUG) {
LogUtils.d(Logging.LOG_TAG, e, ""SSLException"");
}
throw new CertificateValidationException(e.getMessage(), e);
} catch (IOException ioe) {
//comment
//comment
//comment
if (DebugUtils.DEBUG) {
LogUtils.d(Logging.LOG_TAG, ioe, ""IOException"");
}
throw ioe;
} finally {
destroyResponses();
}
}"
588,"private void onSensorEvent(double x, double y, double z) {
if (VDEBUG) Log.d(TAG, ""onSensorEvent("" + x + "", "" + y + "", "" + z + "")"");

//comment
//comment
<start>if (x == 0.0 || y == 0.0 || z == 0.0) return;<end>

//comment
double xy = Math.sqrt(x*x + y*y);
//comment
<start>double angle = Math.atan2(xy, z);<end>
//comment
angle = angle * 180.0 / Math.PI;
int orientation = (angle >  VERTICAL_ANGLE ? ORIENTATION_VERTICAL : ORIENTATION_HORIZONTAL);
if (VDEBUG) Log.d(TAG, ""angle: "" + angle + "" orientation: "" + orientation);
<start>setOrientation(orientation);<end>
}","private void onSensorEvent(double x, double y, double z) {
if (VDEBUG) Log.d(TAG, ""onSensorEvent("" + x + "", "" + y + "", "" + z + "")"");

//comment
//comment
<start>if (x == 0.0 || y == 0.0 || z == 0.0) return;<end>

//comment
double xy = Math.sqrt(x*x + y*y);
//comment
double angle = Math.atan2(xy, z);
//comment
angle = angle * 180.0 / Math.PI;
int orientation = (angle >  VERTICAL_ANGLE ? ORIENTATION_VERTICAL : ORIENTATION_HORIZONTAL);
if (VDEBUG) Log.d(TAG, ""angle: "" + angle + "" orientation: "" + orientation);
setOrientation(orientation);
}"
589,"    private static Sender findSender(Context context, int resourceId, Account account)
throws MessagingException {
Sender sender = null;
try {
XmlResourceParser xml = context.getResources().getXml(resourceId);
int xmlEventType;
HostAuth sendAuth = account.getOrCreateHostAuthSend(context);
//comment
while ((xmlEventType = xml.next()) != XmlResourceParser.END_DOCUMENT) {
if (xmlEventType == XmlResourceParser.START_TAG &&
""sender"".equals(xml.getName())) {
String xmlScheme = xml.getAttributeValue(null, ""scheme"");
if (sendAuth.mProtocol != null && sendAuth.mProtocol.startsWith(xmlScheme)) {
//comment
//comment
<start>String className = xml.getAttributeValue(null, ""class"");
sender = instantiateSender(context, className, account);<end>
}
}
}
} catch (XmlPullParserException e) {
//comment
} catch (IOException e) {
//comment
}
return sender;
}","    private static Sender findSender(Context context, int resourceId, Account account)
throws MessagingException {
Sender sender = null;
try {
XmlResourceParser xml = context.getResources().getXml(resourceId);
int xmlEventType;
HostAuth sendAuth = account.getOrCreateHostAuthSend(context);
//comment
while ((xmlEventType = xml.next()) != XmlResourceParser.END_DOCUMENT) {
if (xmlEventType == XmlResourceParser.START_TAG &&
""sender"".equals(xml.getName())) {
String xmlScheme = xml.getAttributeValue(null, ""scheme"");
<start>if (sendAuth.mProtocol != null && sendAuth.mProtocol.startsWith(xmlScheme)) {
//comment
//comment
String className = xml.getAttributeValue(null, ""class"");
sender = instantiateSender(context, className, account);
}<end>
}
}
} catch (XmlPullParserException e) {
//comment
} catch (IOException e) {
//comment
}
return sender;
}"
591,"@Override
public void setValues(DataKind kind, ValuesDelta entry, RawContactDelta state, boolean readOnly,
ViewIdGenerator vig) {
mKind = kind;
mEntry = entry;
mState = state;
mReadOnly = readOnly;
mViewIdGenerator = vig;
setId(vig.getId(state, kind, entry, ViewIdGenerator.NO_VIEW_INDEX));

<start>if (!entry.isVisible()) {
//comment
setVisibility(View.GONE);
return;
}
setVisibility(View.VISIBLE);<end>

//comment
final boolean hasTypes = RawContactModifier.hasEditTypes(kind);
setupLabelButton(hasTypes);
mLabel.setEnabled(!readOnly && isEnabled());
if (mKind.titleRes > 0) {
mLabel.setContentDescription(getContext().getResources().getString(mKind.titleRes));
}
mType = RawContactModifier.getCurrentType(entry, kind);
rebuildLabel();
}","@Override
public void setValues(DataKind kind, ValuesDelta entry, RawContactDelta state, boolean readOnly,
ViewIdGenerator vig) {
mKind = kind;
mEntry = entry;
mState = state;
mReadOnly = readOnly;
mViewIdGenerator = vig;
setId(vig.getId(state, kind, entry, ViewIdGenerator.NO_VIEW_INDEX));

<start>if (!entry.isVisible()) {
//comment
setVisibility(View.GONE);
return;
}<end>
setVisibility(View.VISIBLE);

//comment
final boolean hasTypes = RawContactModifier.hasEditTypes(kind);
setupLabelButton(hasTypes);
mLabel.setEnabled(!readOnly && isEnabled());
if (mKind.titleRes > 0) {
mLabel.setContentDescription(getContext().getResources().getString(mKind.titleRes));
}
mType = RawContactModifier.getCurrentType(entry, kind);
rebuildLabel();
}"
593,"@Override
public void onResume() {
super.onResume();
CatLog.d(LOG_TAG, ""onResume - mIsResponseSent["" + mIsResponseSent +
""], sim id: "" + mSlotId);
//comment
//comment
//comment
//comment
//comment
//comment
if (StkApp.calculateDurationInMilis(mTextMsg.duration) == 0 &&
!mTextMsg.responseNeeded && mTextMsg.userClear) {
CatLog.d(LOG_TAG, ""User should clear text..showing message forever"");
return;
}

appService.setDisplayTextDlgVisibility(true, mSlotId);

//comment
//comment
//comment
//comment
//comment
//comment
//comment
<start>if (mAlarmTime == NO_DIALOG_ALARM) {
startTimeOut();
}<end>
}","@Override
public void onResume() {
super.onResume();
CatLog.d(LOG_TAG, ""onResume - mIsResponseSent["" + mIsResponseSent +
""], sim id: "" + mSlotId);
//comment
//comment
//comment
//comment
//comment
//comment
if (StkApp.calculateDurationInMilis(mTextMsg.duration) == 0 &&
!mTextMsg.responseNeeded && mTextMsg.userClear) {
CatLog.d(LOG_TAG, ""User should clear text..showing message forever"");
return;
}

appService.setDisplayTextDlgVisibility(true, mSlotId);

//comment
//comment
//comment
//comment
//comment
//comment
//comment
<start>if (mAlarmTime == NO_DIALOG_ALARM) {
startTimeOut();
}<end>
}"
594,"    @Override
public void handleMessage(Message msg) {
if (VDBG) log(""handleMessage: "" + msg);
switch (msg.what) {

case THREEWAY_CALLERINFO_DISPLAY_DONE:
if (DBG) log(""THREEWAY_CALLERINFO_DISPLAY_DONE..."");

if (mApp.cdmaPhoneCallState.getCurrentCallState()
<start>== CdmaPhoneCallState.PhoneCallState.THRWAY_ACTIVE) {<end>
//comment
mApp.cdmaPhoneCallState.setThreeWayCallOrigState(false);

//comment
<start>mApp.updateInCallScreen();<end>
}
break;

default:
Log.wtf(TAG, ""handleMessage: unexpected code: "" + msg);
break;
}
}","    @Override
public void handleMessage(Message msg) {
if (VDBG) log(""handleMessage: "" + msg);
switch (msg.what) {

case THREEWAY_CALLERINFO_DISPLAY_DONE:
if (DBG) log(""THREEWAY_CALLERINFO_DISPLAY_DONE..."");

if (mApp.cdmaPhoneCallState.getCurrentCallState()
== CdmaPhoneCallState.PhoneCallState.THRWAY_ACTIVE) {
//comment
mApp.cdmaPhoneCallState.setThreeWayCallOrigState(false);

//comment
<start>mApp.updateInCallScreen();<end>
}
break;

default:
Log.wtf(TAG, ""handleMessage: unexpected code: "" + msg);
break;
}
}"
596,"@Override
public Dialog onCreateDialog(Bundle savedInstanceState) {
if (savedInstanceState != null) {
mDialogId = savedInstanceState.getInt(KEY_DIALOG_ID, 0);
int mParentFragmentId = savedInstanceState.getInt(KEY_PARENT_FRAGMENT_ID, -1);
if (mParentFragmentId > -1) {
mParentFragment = getFragmentManager().findFragmentById(mParentFragmentId);
<start>if (!(mParentFragment instanceof DialogCreatable)) {
throw new IllegalArgumentException(
KEY_PARENT_FRAGMENT_ID + "" must implement ""
+ DialogCreatable.class.getName());
}<end>
}
//comment
<start>if (mParentFragment instanceof AOKPPreferenceFragment) {
//comment
((AOKPPreferenceFragment) mParentFragment).mDialogFragment = this;
}<end>
}
return ((DialogCreatable) mParentFragment).onCreateDialog(mDialogId);
}","@Override
public Dialog onCreateDialog(Bundle savedInstanceState) {
if (savedInstanceState != null) {
mDialogId = savedInstanceState.getInt(KEY_DIALOG_ID, 0);
int mParentFragmentId = savedInstanceState.getInt(KEY_PARENT_FRAGMENT_ID, -1);
if (mParentFragmentId > -1) {
mParentFragment = getFragmentManager().findFragmentById(mParentFragmentId);
if (!(mParentFragment instanceof DialogCreatable)) {
throw new IllegalArgumentException(
KEY_PARENT_FRAGMENT_ID + "" must implement ""
+ DialogCreatable.class.getName());
}
}
//comment
if (mParentFragment instanceof AOKPPreferenceFragment) {
//comment
<start>((AOKPPreferenceFragment) mParentFragment).mDialogFragment = this;<end>
}
}
return ((DialogCreatable) mParentFragment).onCreateDialog(mDialogId);
}"
597,"@Override
public void run() {
WallpaperManager wm = WallpaperManager.getInstance(mContext);
Drawable oldWallpaper = wm.getDrawable();
InputStream inputstream = null;
try {
//comment
//comment
//comment
//comment
//comment
//comment
inputstream = openStream();
if (inputstream != null) {
if (!inputstream.markSupported()) {
inputstream = new BufferedInputStream(inputstream, BUFFER_SIZE);
}
inputstream.mark(BUFFER_SIZE);
BitmapFactory.Options options = new BitmapFactory.Options();
<start>options.inJustDecodeBounds = true;<end>
//comment
//comment
BitmapFactory.decodeStream(
new BufferedInputStream(inputstream), null, options);
int maxWidth = wm.getDesiredMinimumWidth();
<start>int maxHeight = wm.getDesiredMinimumHeight();
//comment
maxWidth *= 1.25;
maxHeight *= 1.25;
int bmWidth = options.outWidth;<end>
int bmHeight = options.outHeight;

int scale = 1;
<start>while (bmWidth > maxWidth || bmHeight > maxHeight) {
scale <<= 1;
bmWidth >>= 1;
bmHeight >>= 1;
}<end>
options.inJustDecodeBounds = false;
options.inSampleSize = scale;
try {
inputstream.reset();
} catch (IOException e) {
//comment
//comment
inputstream.close();
inputstream = openStream();
}
Bitmap scaledWallpaper = BitmapFactory.decodeStream(inputstream,
null, options);
if (scaledWallpaper != null) {
wm.setBitmap(scaledWallpaper);
} else {
Log.e(LOGTAG, ""Unable to set new wallpaper, "" +
""decodeStream returned null."");
}
}
} catch (IOException e) {
Log.e(LOGTAG, ""Unable to set new wallpaper"");
//comment
//comment
mCanceled = true;
} finally {
if (inputstream != null) {
try {
inputstream.close();
} catch (IOException e) {
//comment
}
}
}

if (mCanceled) {
//comment
//comment
//comment
int width = oldWallpaper.getIntrinsicWidth();
int height = oldWallpaper.getIntrinsicHeight();
Bitmap bm = Bitmap.createBitmap(width, height, Bitmap.Config.RGB_565);
Canvas canvas = new Canvas(bm);
oldWallpaper.setBounds(0, 0, width, height);
oldWallpaper.draw(canvas);
canvas.setBitmap(null);
try {
wm.setBitmap(bm);
} catch (IOException e) {
Log.e(LOGTAG, ""Unable to restore old wallpaper."");
}
mCanceled = false;
}

if (mWallpaperProgress.isShowing()) {
mWallpaperProgress.dismiss();
}
}","@Override
public void run() {
WallpaperManager wm = WallpaperManager.getInstance(mContext);
Drawable oldWallpaper = wm.getDrawable();
InputStream inputstream = null;
try {
//comment
//comment
//comment
//comment
//comment
//comment
inputstream = openStream();
if (inputstream != null) {
if (!inputstream.markSupported()) {
inputstream = new BufferedInputStream(inputstream, BUFFER_SIZE);
}
inputstream.mark(BUFFER_SIZE);
BitmapFactory.Options options = new BitmapFactory.Options();
options.inJustDecodeBounds = true;
//comment
//comment
BitmapFactory.decodeStream(
new BufferedInputStream(inputstream), null, options);
int maxWidth = wm.getDesiredMinimumWidth();
int maxHeight = wm.getDesiredMinimumHeight();
//comment
<start>maxWidth *= 1.25;
maxHeight *= 1.25;<end>
int bmWidth = options.outWidth;
int bmHeight = options.outHeight;

int scale = 1;
while (bmWidth > maxWidth || bmHeight > maxHeight) {
scale <<= 1;
bmWidth >>= 1;
bmHeight >>= 1;
}
options.inJustDecodeBounds = false;
options.inSampleSize = scale;
try {
inputstream.reset();
} catch (IOException e) {
//comment
//comment
inputstream.close();
inputstream = openStream();
}
Bitmap scaledWallpaper = BitmapFactory.decodeStream(inputstream,
null, options);
if (scaledWallpaper != null) {
wm.setBitmap(scaledWallpaper);
} else {
Log.e(LOGTAG, ""Unable to set new wallpaper, "" +
""decodeStream returned null."");
}
}
} catch (IOException e) {
Log.e(LOGTAG, ""Unable to set new wallpaper"");
//comment
//comment
mCanceled = true;
} finally {
if (inputstream != null) {
try {
inputstream.close();
} catch (IOException e) {
//comment
}
}
}

if (mCanceled) {
//comment
//comment
//comment
int width = oldWallpaper.getIntrinsicWidth();
int height = oldWallpaper.getIntrinsicHeight();
Bitmap bm = Bitmap.createBitmap(width, height, Bitmap.Config.RGB_565);
Canvas canvas = new Canvas(bm);
oldWallpaper.setBounds(0, 0, width, height);
oldWallpaper.draw(canvas);
canvas.setBitmap(null);
try {
wm.setBitmap(bm);
} catch (IOException e) {
Log.e(LOGTAG, ""Unable to restore old wallpaper."");
}
mCanceled = false;
}

if (mWallpaperProgress.isShowing()) {
mWallpaperProgress.dismiss();
}
}"
599,"<start>    private void updateButton() {<end>
//comment
Button okButton = (Button) findViewById(R.id.button_ok);
<start>okButton.setEnabled((mTextIn.getText().length() < mStkInput.minLen) ? false : true);<end>
}","    private void updateButton() {
//comment
<start>Button okButton = (Button) findViewById(R.id.button_ok);
okButton.setEnabled((mTextIn.getText().length() < mStkInput.minLen) ? false : true);<end>
}"
